OrderID,CustomerID,EmployeeID,OrderDate,RequiredDate,ShippedDate,ShipVia,Freight,ShipName,ShipAddress,ShipCity,ShipRegion,ShipPostalCode,ShipCountry
10529,"MAISD",5,05/07/1997 00:00:00,06/04/1997 00:00:00,05/09/1997 00:00:00,2,66.6900,"Maison Dewey","Rue Joseph-Bens 532","Bruxelles",,"B-1180","Belgium"
10530,"PICCO",3,05/08/1997 00:00:00,06/05/1997 00:00:00,05/12/1997 00:00:00,2,339.2200,"Piccolo und mehr","Geislweg 14","Salzburg",,"5020","Austria"
10531,"OCEAN",7,05/08/1997 00:00:00,06/05/1997 00:00:00,05/19/1997 00:00:00,1,8.1200,"Océano Atlántico Ltda.","Ing. Gustavo Moncada 8585 Piso 20-A","Buenos Aires",,"1010","Argentina"
10532,"EASTC",7,05/09/1997 00:00:00,06/06/1997 00:00:00,05/12/1997 00:00:00,3,74.4600,"Eastern Connection","35 King George","London",,"WX3 6FW","UK"
10533,"FOLKO",8,05/12/1997 00:00:00,06/09/1997 00:00:00,05/22/1997 00:00:00,1,188.0400,"Folk och fä HB","Åkergatan 24","Bräcke",,"S-844 67","Sweden"
10534,"LEHMS",8,05/12/1997 00:00:00,06/09/1997 00:00:00,05/14/1997 00:00:00,2,27.9400,"Lehmanns Marktstand","Magazinweg 7","Frankfurt a.M.",,"60528","Germany"
10535,"ANTON",4,05/13/1997 00:00:00,06/10/1997 00:00:00,05/21/1997 00:00:00,1,15.6400,"Antonio Moreno Taquería","Mataderos  2312","México D.F.",,"05023","Mexico"
10536,"LEHMS",3,05/14/1997 00:00:00,06/11/1997 00:00:00,06/06/1997 00:00:00,2,58.8800,"Lehmanns Marktstand","Magazinweg 7","Frankfurt a.M.",,"60528","Germany"
10537,"RICSU",1,05/14/1997 00:00:00,05/28/1997 00:00:00,05/19/1997 00:00:00,1,78.8500,"Richter Supermarkt","Starenweg 5","Genève",,"1204","Switzerland"
10538,"BSBEV",9,05/15/1997 00:00:00,06/12/1997 00:00:00,05/16/1997 00:00:00,3,4.8700,"B's Beverages","Fauntleroy Circus","London",,"EC2 5NT","UK"
10539,"BSBEV",6,05/16/1997 00:00:00,06/13/1997 00:00:00,05/23/1997 00:00:00,3,12.3600,"B's Beverages","Fauntleroy Circus","London",,"EC2 5NT","UK"
10540,"QUICK",3,05/19/1997 00:00:00,06/16/1997 00:00:00,06/13/1997 00:00:00,3,1007.6400,"QUICK-Stop","Taucherstraße 10","Cunewalde",,"01307","Germany"
10541,"HANAR",2,05/19/1997 00:00:00,06/16/1997 00:00:00,05/29/1997 00:00:00,1,68.6500,"Hanari Carnes","Rua do Paço, 67","Rio de Janeiro","RJ","05454-876","Brazil"
10542,"KOENE",1,05/20/1997 00:00:00,06/17/1997 00:00:00,05/26/1997 00:00:00,3,10.9500,"Königlich Essen","Maubelstr. 90","Brandenburg",,"14776","Germany"
10543,"LILAS",8,05/21/1997 00:00:00,06/18/1997 00:00:00,05/23/1997 00:00:00,2,48.1700,"LILA-Supermercado","Carrera 52 con Ave. Bolívar #65-98 Llano Largo","Barquisimeto","Lara","3508","Venezuela"
10544,"LONEP",4,05/21/1997 00:00:00,06/18/1997 00:00:00,05/30/1997 00:00:00,1,24.9100,"Lonesome Pine Restaurant","89 Chiaroscuro Rd.","Portland","OR","97219","USA"
10545,"LAZYK",8,05/22/1997 00:00:00,06/19/1997 00:00:00,06/26/1997 00:00:00,2,11.9200,"Lazy K Kountry Store","12 Orchestra Terrace","Walla Walla","WA","99362","USA"
10546,"VICTE",1,05/23/1997 00:00:00,06/20/1997 00:00:00,05/27/1997 00:00:00,3,194.7200,"Victuailles en stock","2, rue du Commerce","Lyon",,"69004","France"
10547,"SEVES",3,05/23/1997 00:00:00,06/20/1997 00:00:00,06/02/1997 00:00:00,2,178.4300,"Seven Seas Imports","90 Wadhurst Rd.","London",,"OX15 4NB","UK"
10548,"TOMSP",3,05/26/1997 00:00:00,06/23/1997 00:00:00,06/02/1997 00:00:00,2,1.4300,"Toms Spezialitäten","Luisenstr. 48","Münster",,"44087","Germany"
10549,"QUICK",5,05/27/1997 00:00:00,06/10/1997 00:00:00,05/30/1997 00:00:00,1,171.2400,"QUICK-Stop","Taucherstraße 10","Cunewalde",,"01307","Germany"
10550,"GODOS",7,05/28/1997 00:00:00,06/25/1997 00:00:00,06/06/1997 00:00:00,3,4.3200,"Godos Cocina Típica","C/ Romero, 33","Sevilla",,"41101","Spain"
10551,"FURIB",4,05/28/1997 00:00:00,07/09/1997 00:00:00,06/06/1997 00:00:00,3,72.9500,"Furia Bacalhau e Frutos do Mar","Jardim das rosas n. 32","Lisboa",,"1675","Portugal"
10552,"HILAA",2,05/29/1997 00:00:00,06/26/1997 00:00:00,06/05/1997 00:00:00,1,83.2200,"HILARION-Abastos","Carrera 22 con Ave. Carlos Soublette #8-35","San Cristóbal","Táchira","5022","Venezuela"
10553,"WARTH",2,05/30/1997 00:00:00,06/27/1997 00:00:00,06/03/1997 00:00:00,2,149.4900,"Wartian Herkku","Torikatu 38","Oulu",,"90110","Finland"
10554,"OTTIK",4,05/30/1997 00:00:00,06/27/1997 00:00:00,06/05/1997 00:00:00,3,120.9700,"Ottilies Käseladen","Mehrheimerstr. 369","Köln",,"50739","Germany"
10555,"SAVEA",6,06/02/1997 00:00:00,06/30/1997 00:00:00,06/04/1997 00:00:00,3,252.4900,"Save-a-lot Markets","187 Suffolk Ln.","Boise","ID","83720","USA"
10556,"SIMOB",2,06/03/1997 00:00:00,07/15/1997 00:00:00,06/13/1997 00:00:00,1,9.8000,"Simons bistro","Vinbæltet 34","Kobenhavn",,"1734","Denmark"
10557,"LEHMS",9,06/03/1997 00:00:00,06/17/1997 00:00:00,06/06/1997 00:00:00,2,96.7200,"Lehmanns Marktstand","Magazinweg 7","Frankfurt a.M.",,"60528","Germany"
10558,"AROUT",1,06/04/1997 00:00:00,07/02/1997 00:00:00,06/10/1997 00:00:00,2,72.9700,"Around the Horn","Brook Farm Stratford St. Mary","Colchester","Essex","CO7 6JX","UK"
10559,"BLONP",6,06/05/1997 00:00:00,07/03/1997 00:00:00,06/13/1997 00:00:00,1,8.0500,"Blondel père et fils","24, place Kléber","Strasbourg",,"67000","France"
10560,"FRANK",8,06/06/1997 00:00:00,07/04/1997 00:00:00,06/09/1997 00:00:00,1,36.6500,"Frankenversand","Berliner Platz 43","München",,"80805","Germany"
10561,"FOLKO",2,06/06/1997 00:00:00,07/04/1997 00:00:00,06/09/1997 00:00:00,2,242.2100,"Folk och fä HB","Åkergatan 24","Bräcke",,"S-844 67","Sweden"
10562,"REGGC",1,06/09/1997 00:00:00,07/07/1997 00:00:00,06/12/1997 00:00:00,1,22.9500,"Reggiani Caseifici","Strada Provinciale 124","Reggio Emilia",,"42100","Italy"
10563,"RICAR",2,06/10/1997 00:00:00,07/22/1997 00:00:00,06/24/1997 00:00:00,2,60.4300,"Ricardo Adocicados","Av. Copacabana, 267","Rio de Janeiro","RJ","02389-890","Brazil"
10564,"RATTC",4,06/10/1997 00:00:00,07/08/1997 00:00:00,06/16/1997 00:00:00,3,13.7500,"Rattlesnake Canyon Grocery","2817 Milton Dr.","Albuquerque","NM","87110","USA"
10565,"MEREP",8,06/11/1997 00:00:00,07/09/1997 00:00:00,06/18/1997 00:00:00,2,7.1500,"Mère Paillarde","43 rue St. Laurent","Montréal","Québec","H1J 1C3","Canada"
10566,"BLONP",9,06/12/1997 00:00:00,07/10/1997 00:00:00,06/18/1997 00:00:00,1,88.4000,"Blondel père et fils","24, place Kléber","Strasbourg",,"67000","France"
10567,"HUNGO",1,06/12/1997 00:00:00,07/10/1997 00:00:00,06/17/1997 00:00:00,1,33.9700,"Hungry Owl All-Night Grocers","8 Johnstown Road","Cork","Co. Cork",,"Ireland"
10568,"GALED",3,06/13/1997 00:00:00,07/11/1997 00:00:00,07/09/1997 00:00:00,3,6.5400,"Galería del gastronómo","Rambla de Cataluña, 23","Barcelona",,"8022","Spain"
10569,"RATTC",5,06/16/1997 00:00:00,07/14/1997 00:00:00,07/11/1997 00:00:00,1,58.9800,"Rattlesnake Canyon Grocery","2817 Milton Dr.","Albuquerque","NM","87110","USA"
10570,"MEREP",3,06/17/1997 00:00:00,07/15/1997 00:00:00,06/19/1997 00:00:00,3,188.9900,"Mère Paillarde","43 rue St. Laurent","Montréal","Québec","H1J 1C3","Canada"
10571,"ERNSH",8,06/17/1997 00:00:00,07/29/1997 00:00:00,07/04/1997 00:00:00,3,26.0600,"Ernst Handel","Kirchgasse 6","Graz",,"8010","Austria"
10572,"BERGS",3,06/18/1997 00:00:00,07/16/1997 00:00:00,06/25/1997 00:00:00,2,116.4300,"Berglunds snabbköp","Berguvsvägen  8","Luleå",,"S-958 22","Sweden"
10573,"ANTON",7,06/19/1997 00:00:00,07/17/1997 00:00:00,06/20/1997 00:00:00,3,84.8400,"Antonio Moreno Taquería","Mataderos  2312","México D.F.",,"05023","Mexico"
10574,"TRAIH",4,06/19/1997 00:00:00,07/17/1997 00:00:00,06/30/1997 00:00:00,2,37.6000,"Trail's Head Gourmet Provisioners","722 DaVinci Blvd.","Kirkland","WA","98034","USA"
10575,"MORGK",5,06/20/1997 00:00:00,07/04/1997 00:00:00,06/30/1997 00:00:00,1,127.3400,"Morgenstern Gesundkost","Heerstr. 22","Leipzig",,"04179","Germany"
10576,"TORTU",3,06/23/1997 00:00:00,07/07/1997 00:00:00,06/30/1997 00:00:00,3,18.5600,"Tortuga Restaurante","Avda. Azteca 123","México D.F.",,"05033","Mexico"
10577,"TRAIH",9,06/23/1997 00:00:00,08/04/1997 00:00:00,06/30/1997 00:00:00,2,25.4100,"Trail's Head Gourmet Provisioners","722 DaVinci Blvd.","Kirkland","WA","98034","USA"
10578,"BSBEV",4,06/24/1997 00:00:00,07/22/1997 00:00:00,07/25/1997 00:00:00,3,29.6000,"B's Beverages","Fauntleroy Circus","London",,"EC2 5NT","UK"
10579,"LETSS",1,06/25/1997 00:00:00,07/23/1997 00:00:00,07/04/1997 00:00:00,2,13.7300,"Let's Stop N Shop","87 Polk St. Suite 5","San Francisco","CA","94117","USA"
10580,"OTTIK",4,06/26/1997 00:00:00,07/24/1997 00:00:00,07/01/1997 00:00:00,3,75.8900,"Ottilies Käseladen","Mehrheimerstr. 369","Köln",,"50739","Germany"
10581,"FAMIA",3,06/26/1997 00:00:00,07/24/1997 00:00:00,07/02/1997 00:00:00,1,3.0100,"Familia Arquibaldo","Rua Orós, 92","Sao Paulo","SP","05442-030","Brazil"
10582,"BLAUS",3,06/27/1997 00:00:00,07/25/1997 00:00:00,07/14/1997 00:00:00,2,27.7100,"Blauer See Delikatessen","Forsterstr. 57","Mannheim",,"68306","Germany"
10583,"WARTH",2,06/30/1997 00:00:00,07/28/1997 00:00:00,07/04/1997 00:00:00,2,7.2800,"Wartian Herkku","Torikatu 38","Oulu",,"90110","Finland"
10584,"BLONP",4,06/30/1997 00:00:00,07/28/1997 00:00:00,07/04/1997 00:00:00,1,59.1400,"Blondel père et fils","24, place Kléber","Strasbourg",,"67000","France"
10585,"WELLI",7,07/01/1997 00:00:00,07/29/1997 00:00:00,07/10/1997 00:00:00,1,13.4100,"Wellington Importadora","Rua do Mercado, 12","Resende","SP","08737-363","Brazil"
10586,"REGGC",9,07/02/1997 00:00:00,07/30/1997 00:00:00,07/09/1997 00:00:00,1,0.4800,"Reggiani Caseifici","Strada Provinciale 124","Reggio Emilia",,"42100","Italy"
10587,"QUEDE",1,07/02/1997 00:00:00,07/30/1997 00:00:00,07/09/1997 00:00:00,1,62.5200,"Que Delícia","Rua da Panificadora, 12","Rio de Janeiro","RJ","02389-673","Brazil"
10588,"QUICK",2,07/03/1997 00:00:00,07/31/1997 00:00:00,07/10/1997 00:00:00,3,194.6700,"QUICK-Stop","Taucherstraße 10","Cunewalde",,"01307","Germany"
10589,"GREAL",8,07/04/1997 00:00:00,08/01/1997 00:00:00,07/14/1997 00:00:00,2,4.4200,"Great Lakes Food Market","2732 Baker Blvd.","Eugene","OR","97403","USA"
10590,"MEREP",4,07/07/1997 00:00:00,08/04/1997 00:00:00,07/14/1997 00:00:00,3,44.7700,"Mère Paillarde","43 rue St. Laurent","Montréal","Québec","H1J 1C3","Canada"
10591,"VAFFE",1,07/07/1997 00:00:00,07/21/1997 00:00:00,07/16/1997 00:00:00,1,55.9200,"Vaffeljernet","Smagsloget 45","Århus",,"8200","Denmark"
10592,"LEHMS",3,07/08/1997 00:00:00,08/05/1997 00:00:00,07/16/1997 00:00:00,1,32.1000,"Lehmanns Marktstand","Magazinweg 7","Frankfurt a.M.",,"60528","Germany"
10593,"LEHMS",7,07/09/1997 00:00:00,08/06/1997 00:00:00,08/13/1997 00:00:00,2,174.2000,"Lehmanns Marktstand","Magazinweg 7","Frankfurt a.M.",,"60528","Germany"
10594,"OLDWO",3,07/09/1997 00:00:00,08/06/1997 00:00:00,07/16/1997 00:00:00,2,5.2400,"Old World Delicatessen","2743 Bering St.","Anchorage","AK","99508","USA"
10595,"ERNSH",2,07/10/1997 00:00:00,08/07/1997 00:00:00,07/14/1997 00:00:00,1,96.7800,"Ernst Handel","Kirchgasse 6","Graz",,"8010","Austria"
10596,"WHITC",8,07/11/1997 00:00:00,08/08/1997 00:00:00,08/12/1997 00:00:00,1,16.3400,"White Clover Markets","1029 - 12th Ave. S.","Seattle","WA","98124","USA"
10597,"PICCO",7,07/11/1997 00:00:00,08/08/1997 00:00:00,07/18/1997 00:00:00,3,35.1200,"Piccolo und mehr","Geislweg 14","Salzburg",,"5020","Austria"
10598,"RATTC",1,07/14/1997 00:00:00,08/11/1997 00:00:00,07/18/1997 00:00:00,3,44.4200,"Rattlesnake Canyon Grocery","2817 Milton Dr.","Albuquerque","NM","87110","USA"
10599,"BSBEV",6,07/15/1997 00:00:00,08/26/1997 00:00:00,07/21/1997 00:00:00,3,29.9800,"B's Beverages","Fauntleroy Circus","London",,"EC2 5NT","UK"
10600,"HUNGC",4,07/16/1997 00:00:00,08/13/1997 00:00:00,07/21/1997 00:00:00,1,45.1300,"Hungry Coyote Import Store","City Center Plaza 516 Main St.","Elgin","OR","97827","USA"
10601,"HILAA",7,07/16/1997 00:00:00,08/27/1997 00:00:00,07/22/1997 00:00:00,1,58.3000,"HILARION-Abastos","Carrera 22 con Ave. Carlos Soublette #8-35","San Cristóbal","Táchira","5022","Venezuela"
10602,"VAFFE",8,07/17/1997 00:00:00,08/14/1997 00:00:00,07/22/1997 00:00:00,2,2.9200,"Vaffeljernet","Smagsloget 45","Århus",,"8200","Denmark"
10603,"SAVEA",8,07/18/1997 00:00:00,08/15/1997 00:00:00,08/08/1997 00:00:00,2,48.7700,"Save-a-lot Markets","187 Suffolk Ln.","Boise","ID","83720","USA"
10604,"FURIB",1,07/18/1997 00:00:00,08/15/1997 00:00:00,07/29/1997 00:00:00,1,7.4600,"Furia Bacalhau e Frutos do Mar","Jardim das rosas n. 32","Lisboa",,"1675","Portugal"
10605,"MEREP",1,07/21/1997 00:00:00,08/18/1997 00:00:00,07/29/1997 00:00:00,2,379.1300,"Mère Paillarde","43 rue St. Laurent","Montréal","Québec","H1J 1C3","Canada"
10606,"TRADH",4,07/22/1997 00:00:00,08/19/1997 00:00:00,07/31/1997 00:00:00,3,79.4000,"Tradiçao Hipermercados","Av. Inês de Castro, 414","Sao Paulo","SP","05634-030","Brazil"
10607,"SAVEA",5,07/22/1997 00:00:00,08/19/1997 00:00:00,07/25/1997 00:00:00,1,200.2400,"Save-a-lot Markets","187 Suffolk Ln.","Boise","ID","83720","USA"
10608,"TOMSP",4,07/23/1997 00:00:00,08/20/1997 00:00:00,08/01/1997 00:00:00,2,27.7900,"Toms Spezialitäten","Luisenstr. 48","Münster",,"44087","Germany"
10609,"DUMON",7,07/24/1997 00:00:00,08/21/1997 00:00:00,07/30/1997 00:00:00,2,1.8500,"Du monde entier","67, rue des Cinquante Otages","Nantes",,"44000","France"
10610,"LAMAI",8,07/25/1997 00:00:00,08/22/1997 00:00:00,08/06/1997 00:00:00,1,26.7800,"La maison d'Asie","1 rue Alsace-Lorraine","Toulouse",,"31000","France"
10611,"WOLZA",6,07/25/1997 00:00:00,08/22/1997 00:00:00,08/01/1997 00:00:00,2,80.6500,"Wolski Zajazd","ul. Filtrowa 68","Warszawa",,"01-012","Poland"
10612,"SAVEA",1,07/28/1997 00:00:00,08/25/1997 00:00:00,08/01/1997 00:00:00,2,544.0800,"Save-a-lot Markets","187 Suffolk Ln.","Boise","ID","83720","USA"
10613,"HILAA",4,07/29/1997 00:00:00,08/26/1997 00:00:00,08/01/1997 00:00:00,2,8.1100,"HILARION-Abastos","Carrera 22 con Ave. Carlos Soublette #8-35","San Cristóbal","Táchira","5022","Venezuela"
10614,"BLAUS",8,07/29/1997 00:00:00,08/26/1997 00:00:00,08/01/1997 00:00:00,3,1.9300,"Blauer See Delikatessen","Forsterstr. 57","Mannheim",,"68306","Germany"
10615,"WILMK",2,07/30/1997 00:00:00,08/27/1997 00:00:00,08/06/1997 00:00:00,3,0.7500,"Wilman Kala","Keskuskatu 45","Helsinki",,"21240","Finland"
10616,"GREAL",1,07/31/1997 00:00:00,08/28/1997 00:00:00,08/05/1997 00:00:00,2,116.5300,"Great Lakes Food Market","2732 Baker Blvd.","Eugene","OR","97403","USA"
10617,"GREAL",4,07/31/1997 00:00:00,08/28/1997 00:00:00,08/04/1997 00:00:00,2,18.5300,"Great Lakes Food Market","2732 Baker Blvd.","Eugene","OR","97403","USA"
10618,"MEREP",1,08/01/1997 00:00:00,09/12/1997 00:00:00,08/08/1997 00:00:00,1,154.6800,"Mère Paillarde","43 rue St. Laurent","Montréal","Québec","H1J 1C3","Canada"
10619,"MEREP",3,08/04/1997 00:00:00,09/01/1997 00:00:00,08/07/1997 00:00:00,3,91.0500,"Mère Paillarde","43 rue St. Laurent","Montréal","Québec","H1J 1C3","Canada"
10620,"LAUGB",2,08/05/1997 00:00:00,09/02/1997 00:00:00,08/14/1997 00:00:00,3,0.9400,"Laughing Bacchus Wine Cellars","2319 Elm St.","Vancouver","BC","V3F 2K1","Canada"
10621,"ISLAT",4,08/05/1997 00:00:00,09/02/1997 00:00:00,08/11/1997 00:00:00,2,23.7300,"Island Trading","Garden House Crowther Way","Cowes","Isle of Wight","PO31 7PJ","UK"
10622,"RICAR",4,08/06/1997 00:00:00,09/03/1997 00:00:00,08/11/1997 00:00:00,3,50.9700,"Ricardo Adocicados","Av. Copacabana, 267","Rio de Janeiro","RJ","02389-890","Brazil"
10623,"FRANK",8,08/07/1997 00:00:00,09/04/1997 00:00:00,08/12/1997 00:00:00,2,97.1800,"Frankenversand","Berliner Platz 43","München",,"80805","Germany"
10624,"THECR",4,08/07/1997 00:00:00,09/04/1997 00:00:00,08/19/1997 00:00:00,2,94.8000,"The Cracker Box","55 Grizzly Peak Rd.","Butte","MT","59801","USA"
10625,"ANATR",3,08/08/1997 00:00:00,09/05/1997 00:00:00,08/14/1997 00:00:00,1,43.9000,"Ana Trujillo Emparedados y helados","Avda. de la Constitución 2222","México D.F.",,"05021","Mexico"
10626,"BERGS",1,08/11/1997 00:00:00,09/08/1997 00:00:00,08/20/1997 00:00:00,2,138.6900,"Berglunds snabbköp","Berguvsvägen  8","Luleå",,"S-958 22","Sweden"
10627,"SAVEA",8,08/11/1997 00:00:00,09/22/1997 00:00:00,08/21/1997 00:00:00,3,107.4600,"Save-a-lot Markets","187 Suffolk Ln.","Boise","ID","83720","USA"
10628,"BLONP",4,08/12/1997 00:00:00,09/09/1997 00:00:00,08/20/1997 00:00:00,3,30.3600,"Blondel père et fils","24, place Kléber","Strasbourg",,"67000","France"
10629,"GODOS",4,08/12/1997 00:00:00,09/09/1997 00:00:00,08/20/1997 00:00:00,3,85.4600,"Godos Cocina Típica","C/ Romero, 33","Sevilla",,"41101","Spain"
10630,"KOENE",1,08/13/1997 00:00:00,09/10/1997 00:00:00,08/19/1997 00:00:00,2,32.3500,"Königlich Essen","Maubelstr. 90","Brandenburg",,"14776","Germany"
10631,"LAMAI",8,08/14/1997 00:00:00,09/11/1997 00:00:00,08/15/1997 00:00:00,1,0.8700,"La maison d'Asie","1 rue Alsace-Lorraine","Toulouse",,"31000","France"
10632,"WANDK",8,08/14/1997 00:00:00,09/11/1997 00:00:00,08/19/1997 00:00:00,1,41.3800,"Die Wandernde Kuh","Adenauerallee 900","Stuttgart",,"70563","Germany"
10633,"ERNSH",7,08/15/1997 00:00:00,09/12/1997 00:00:00,08/18/1997 00:00:00,3,477.9000,"Ernst Handel","Kirchgasse 6","Graz",,"8010","Austria"
10634,"FOLIG",4,08/15/1997 00:00:00,09/12/1997 00:00:00,08/21/1997 00:00:00,3,487.3800,"Folies gourmandes","184, chaussée de Tournai","Lille",,"59000","France"
10635,"MAGAA",8,08/18/1997 00:00:00,09/15/1997 00:00:00,08/21/1997 00:00:00,3,47.4600,"Magazzini Alimentari Riuniti","Via Ludovico il Moro 22","Bergamo",,"24100","Italy"
10636,"WARTH",4,08/19/1997 00:00:00,09/16/1997 00:00:00,08/26/1997 00:00:00,1,1.1500,"Wartian Herkku","Torikatu 38","Oulu",,"90110","Finland"
10637,"QUEEN",6,08/19/1997 00:00:00,09/16/1997 00:00:00,08/26/1997 00:00:00,1,201.2900,"Queen Cozinha","Alameda dos Canàrios, 891","Sao Paulo","SP","05487-020","Brazil"
10638,"LINOD",3,08/20/1997 00:00:00,09/17/1997 00:00:00,09/01/1997 00:00:00,1,158.4400,"LINO-Delicateses","Ave. 5 de Mayo Porlamar","I. de Margarita","Nueva Esparta","4980","Venezuela"
10639,"SANTG",7,08/20/1997 00:00:00,09/17/1997 00:00:00,08/27/1997 00:00:00,3,38.6400,"Santé Gourmet","Erling Skakkes gate 78","Stavern",,"4110","Norway"
10640,"WANDK",4,08/21/1997 00:00:00,09/18/1997 00:00:00,08/28/1997 00:00:00,1,23.5500,"Die Wandernde Kuh","Adenauerallee 900","Stuttgart",,"70563","Germany"
10641,"HILAA",4,08/22/1997 00:00:00,09/19/1997 00:00:00,08/26/1997 00:00:00,2,179.6100,"HILARION-Abastos","Carrera 22 con Ave. Carlos Soublette #8-35","San Cristóbal","Táchira","5022","Venezuela"
10642,"SIMOB",7,08/22/1997 00:00:00,09/19/1997 00:00:00,09/05/1997 00:00:00,3,41.8900,"Simons bistro","Vinbæltet 34","Kobenhavn",,"1734","Denmark"
10643,"ALFKI",6,08/25/1997 00:00:00,09/22/1997 00:00:00,09/02/1997 00:00:00,1,29.4600,"Alfreds Futterkiste","Obere Str. 57","Berlin",,"12209","Germany"
10644,"WELLI",3,08/25/1997 00:00:00,09/22/1997 00:00:00,09/01/1997 00:00:00,2,0.1400,"Wellington Importadora","Rua do Mercado, 12","Resende","SP","08737-363","Brazil"
10645,"HANAR",4,08/26/1997 00:00:00,09/23/1997 00:00:00,09/02/1997 00:00:00,1,12.4100,"Hanari Carnes","Rua do Paço, 67","Rio de Janeiro","RJ","05454-876","Brazil"
10646,"HUNGO",9,08/27/1997 00:00:00,10/08/1997 00:00:00,09/03/1997 00:00:00,3,142.3300,"Hungry Owl All-Night Grocers","8 Johnstown Road","Cork","Co. Cork",,"Ireland"
10647,"QUEDE",4,08/27/1997 00:00:00,09/10/1997 00:00:00,09/03/1997 00:00:00,2,45.5400,"Que Delícia","Rua da Panificadora, 12","Rio de Janeiro","RJ","02389-673","Brazil"
10648,"RICAR",5,08/28/1997 00:00:00,10/09/1997 00:00:00,09/09/1997 00:00:00,2,14.2500,"Ricardo Adocicados","Av. Copacabana, 267","Rio de Janeiro","RJ","02389-890","Brazil"
10649,"MAISD",5,08/28/1997 00:00:00,09/25/1997 00:00:00,08/29/1997 00:00:00,3,6.2000,"Maison Dewey","Rue Joseph-Bens 532","Bruxelles",,"B-1180","Belgium"
10650,"FAMIA",5,08/29/1997 00:00:00,09/26/1997 00:00:00,09/03/1997 00:00:00,3,176.8100,"Familia Arquibaldo","Rua Orós, 92","Sao Paulo","SP","05442-030","Brazil"
10651,"WANDK",8,09/01/1997 00:00:00,09/29/1997 00:00:00,09/11/1997 00:00:00,2,20.6000,"Die Wandernde Kuh","Adenauerallee 900","Stuttgart",,"70563","Germany"
10652,"GOURL",4,09/01/1997 00:00:00,09/29/1997 00:00:00,09/08/1997 00:00:00,2,7.1400,"Gourmet Lanchonetes","Av. Brasil, 442","Campinas","SP","04876-786","Brazil"
10653,"FRANK",1,09/02/1997 00:00:00,09/30/1997 00:00:00,09/19/1997 00:00:00,1,93.2500,"Frankenversand","Berliner Platz 43","München",,"80805","Germany"
10654,"BERGS",5,09/02/1997 00:00:00,09/30/1997 00:00:00,09/11/1997 00:00:00,1,55.2600,"Berglunds snabbköp","Berguvsvägen  8","Luleå",,"S-958 22","Sweden"
10655,"REGGC",1,09/03/1997 00:00:00,10/01/1997 00:00:00,09/11/1997 00:00:00,2,4.4100,"Reggiani Caseifici","Strada Provinciale 124","Reggio Emilia",,"42100","Italy"
10656,"GREAL",6,09/04/1997 00:00:00,10/02/1997 00:00:00,09/10/1997 00:00:00,1,57.1500,"Great Lakes Food Market","2732 Baker Blvd.","Eugene","OR","97403","USA"
10657,"SAVEA",2,09/04/1997 00:00:00,10/02/1997 00:00:00,09/15/1997 00:00:00,2,352.6900,"Save-a-lot Markets","187 Suffolk Ln.","Boise","ID","83720","USA"
10658,"QUICK",4,09/05/1997 00:00:00,10/03/1997 00:00:00,09/08/1997 00:00:00,1,364.1500,"QUICK-Stop","Taucherstraße 10","Cunewalde",,"01307","Germany"
10659,"QUEEN",7,09/05/1997 00:00:00,10/03/1997 00:00:00,09/10/1997 00:00:00,2,105.8100,"Queen Cozinha","Alameda dos Canàrios, 891","Sao Paulo","SP","05487-020","Brazil"
10660,"HUNGC",8,09/08/1997 00:00:00,10/06/1997 00:00:00,10/15/1997 00:00:00,1,111.2900,"Hungry Coyote Import Store","City Center Plaza 516 Main St.","Elgin","OR","97827","USA"
10661,"HUNGO",7,09/09/1997 00:00:00,10/07/1997 00:00:00,09/15/1997 00:00:00,3,17.5500,"Hungry Owl All-Night Grocers","8 Johnstown Road","Cork","Co. Cork",,"Ireland"
10662,"LONEP",3,09/09/1997 00:00:00,10/07/1997 00:00:00,09/18/1997 00:00:00,2,1.2800,"Lonesome Pine Restaurant","89 Chiaroscuro Rd.","Portland","OR","97219","USA"
10663,"BONAP",2,09/10/1997 00:00:00,09/24/1997 00:00:00,10/03/1997 00:00:00,2,113.1500,"Bon app'","12, rue des Bouchers","Marseille",,"13008","France"
10664,"FURIB",1,09/10/1997 00:00:00,10/08/1997 00:00:00,09/19/1997 00:00:00,3,1.2700,"Furia Bacalhau e Frutos do Mar","Jardim das rosas n. 32","Lisboa",,"1675","Portugal"
10665,"LONEP",1,09/11/1997 00:00:00,10/09/1997 00:00:00,09/17/1997 00:00:00,2,26.3100,"Lonesome Pine Restaurant","89 Chiaroscuro Rd.","Portland","OR","97219","USA"
10666,"RICSU",7,09/12/1997 00:00:00,10/10/1997 00:00:00,09/22/1997 00:00:00,2,232.4200,"Richter Supermarkt","Starenweg 5","Genève",,"1204","Switzerland"
10667,"ERNSH",7,09/12/1997 00:00:00,10/10/1997 00:00:00,09/19/1997 00:00:00,1,78.0900,"Ernst Handel","Kirchgasse 6","Graz",,"8010","Austria"
10668,"WANDK",1,09/15/1997 00:00:00,10/13/1997 00:00:00,09/23/1997 00:00:00,2,47.2200,"Die Wandernde Kuh","Adenauerallee 900","Stuttgart",,"70563","Germany"
10669,"SIMOB",2,09/15/1997 00:00:00,10/13/1997 00:00:00,09/22/1997 00:00:00,1,24.3900,"Simons bistro","Vinbæltet 34","Kobenhavn",,"1734","Denmark"
